WKT,id,linea,ramal
"MULTILINESTRING ((-58.466426291869 -34.6803107916253,-58.4663773499599 -34.6802803788251),(-58.4663773499599 -34.6802803788251,-58.4663223406689 -34.6802426195217),(-58.4661202098026 -34.6800712542835,-58.4660711692123 -34.6800229299244),(-58.4662683788684 -34.6802021738977,-58.4662063526653 -34.6801507851076),(-58.4662063526653 -34.6801507851076,-58.4661202098026 -34.6800712542835),(-58.4661684420444 -34.6800976287966,-58.4662357281822 -34.6801583743094),(-58.4660778358352 -34.6800076775243,-58.466117764562 -34.6800481957427),(-58.466117764562 -34.6800481957427,-58.4661684420444 -34.6800976287966),(-58.4663515195986 -34.6802453499875,-58.4663734207117 -34.6802597722277),(-58.4662357281822 -34.6801583743094,-58.4663065605593 -34.6802128276902),(-58.4663065605593 -34.6802128276902,-58.4663515195986 -34.6802453499875),(-58.4651199959025 -34.6835830367287,-58.4662442168309 -34.6824418159422),(-58.4662706226269 -34.6823940032807,-58.466096960112 -34.6825698683815),(-58.466096960112 -34.6825698683815,-58.4651079482822 -34.6835748069055),(-58.4669849072152 -34.6806284466063,-58.4670344824501 -34.6806588050524),(-58.4666932294572 -34.6804547417233,-58.4669849072152 -34.6806284466063),(-58.4658160686151 -34.6797458007051,-58.4660778358352 -34.6800076775243),(-58.4663734207117 -34.6802597722277,-58.4664877713581 -34.6803321806912),(-58.4664877713581 -34.6803321806912,-58.4666932294572 -34.6804547417233),(-58.4670876916269 -34.6806924806139,-58.4671334369148 -34.6807252279496),(-58.4657361572521 -34.6796655122426,-58.4658160686151 -34.6797458007051),(-58.4670344824501 -34.6806588050524,-58.4670876916269 -34.6806924806139),(-58.4672136777459 -34.6808006837994,-58.4672408179302 -34.6808326475367),(-58.4671334369148 -34.6807252279496,-58.467181397924 -34.6807677466994),(-58.467181397924 -34.6807677466994,-58.4672136777459 -34.6808006837994),(-58.4672874384951 -34.6809047332323,-58.4673087306501 -34.6809513814856),(-58.4672408179302 -34.6808326475367,-58.4672640297819 -34.6808648367728),(-58.4672640297819 -34.6808648367728,-58.4672874384951 -34.6809047332323),(-58.4673412124352 -34.6810815108366,-58.4673442382097 -34.6811371650723),(-58.4673087306501 -34.6809513814856,-58.4673284846589 -34.6810059804149),(-58.4673284846589 -34.6810059804149,-58.4673412124352 -34.6810815108366),(-58.4673336368554 -34.6812317346025,-58.4673164203834 -34.6812847213696),(-58.4673442382097 -34.6811371650723,-58.4673417963189 -34.6811807763975),(-58.4673417963189 -34.6811807763975,-58.4673336368554 -34.6812317346025),(-58.467263327454 -34.6813895237348,-58.467218034154 -34.6814489116944),(-58.4673164203834 -34.6812847213696,-58.4672911291113 -34.6813420893927),(-58.4672911291113 -34.6813420893927,-58.467263327454 -34.6813895237348),(-58.4670745683781 -34.6815987437666,-58.467009600424 -34.6816648389974),(-58.467218034154 -34.6814489116944,-58.4671598864583 -34.6815130416344),(-58.4671598864583 -34.6815130416344,-58.4670745683781 -34.6815987437666),(-58.4666572068938 -34.6820223223879,-58.4664181188181 -34.6822655089194),(-58.467009600424 -34.6816648389974,-58.4669043790986 -34.6817702740333),(-58.4669043790986 -34.6817702740333,-58.4666572068938 -34.6820223223879),(-58.4665593382592 -34.6820998305526,-58.4669559466606 -34.6816977160686),(-58.4664181188181 -34.6822655089194,-58.4662442168309 -34.6824418159422),(-58.4662706226269 -34.6823940032807,-58.4665593382592 -34.6820998305526),(-58.4671694875292 -34.6814818517715,-58.4671985340078 -34.6814482092994),(-58.4669559466606 -34.6816977160686,-58.4671243679407 -34.6815268258081),(-58.4671243679407 -34.6815268258081,-58.4671694875292 -34.6814818517715),(-58.4672477118147 -34.6813842779901,-58.4672687377524 -34.6813503653705),(-58.4671985340078 -34.6814482092994,-58.467225692673 -34.6814149454914),(-58.467225692673 -34.6814149454914,-58.4672477118147 -34.6813842779901),(-58.4673008156282 -34.6812786733576,-58.4673122387449 -34.6812437334606),(-58.4672687377524 -34.6813503653705,-58.4672867189826 -34.6813130003809),(-58.4672867189826 -34.6813130003809,-58.4673008156282 -34.6812786733576),(-58.4673276855393 -34.6811565915401,-58.467327988664 -34.6811131695967),(-58.4673122387449 -34.6812437334606,-58.4673214244294 -34.6812011044407),(-58.4673214244294 -34.6812011044407,-58.4673276855393 -34.6811565915401),(-58.4673176504025 -34.6810330778426,-58.4673066267505 -34.6809900799995),(-58.467327988664 -34.6811131695967,-58.4673250183878 -34.6810741647893),(-58.4673250183878 -34.6810741647893,-58.4673176504025 -34.6810330778426),(-58.4657308982666 -34.6796815398207,-58.4655961634831 -34.6795475363286),(-58.4656312022051 -34.6795599211564,-58.4657361572521 -34.6796655122426),(-58.4655410336428 -34.6794700415811,-58.4656312022051 -34.6795599211564),(-58.4673066267505 -34.6809900799995,-58.4672875167905 -34.6809393752244),(-58.4658874583411 -34.6798384479592,-58.4657308982666 -34.6796815398207),(-58.4660711692123 -34.6800229299244,-58.4658874583411 -34.6798384479592),(-58.4672353628119 -34.6808499462018,-58.4672017294329 -34.6808091306503),(-58.4672875167905 -34.6809393752244,-58.4672681238544 -34.6809017051494),(-58.4672681238544 -34.6809017051494,-58.4672353628119 -34.6808499462018),(-58.467144950693 -34.680753361194,-58.4671058400511 -34.6807225787429),(-58.4672017294329 -34.6808091306503,-58.4671731599466 -34.6807801867507),(-58.4671731599466 -34.6807801867507,-58.467144950693 -34.680753361194),(-58.4670127457284 -34.6806623123904,-58.4669552590291 -34.6806280420009),(-58.4671058400511 -34.6807225787429,-58.4670688357621 -34.6806972769045),(-58.4670688357621 -34.6806972769045,-58.4670127457284 -34.6806623123904),(-58.4665684690345 -34.6803969549976,-58.466426291869 -34.6803107916253),(-58.4669552590291 -34.6806280420009,-58.4667615745761 -34.6805121516125),(-58.4667615745761 -34.6805121516125,-58.4665684690345 -34.6803969549976),(-58.4663223406689 -34.6802426195217,-58.4662683788684 -34.6802021738977))",1,PREMETRO,INT SAGUIER - CENTRO CIVICO
"MULTILINESTRING ((-58.4600638981729 -34.6889266476977,-58.4596389967422 -34.688537057798),(-58.4595286259572 -34.6884151005213,-58.4598736443326 -34.6887316641526),(-58.4593299483203 -34.688252558356,-58.4589619956636 -34.6879159085991),(-58.4589619956636 -34.6879159085991,-58.4584490734903 -34.6874458771501),(-58.4596389967422 -34.688537057798,-58.4593299483203 -34.688252558356),(-58.4581471589364 -34.6871689829771,-58.4578314968335 -34.6868798370596),(-58.4578314968335 -34.6868798370596,-58.4577511166988 -34.6868057723198),(-58.4584490734903 -34.6874458771501,-58.4581471589364 -34.6871689829771),(-58.4577102284606 -34.6867653865809,-58.4576671147515 -34.6867131018577),(-58.4576671147515 -34.6867131018577,-58.4576370855138 -34.6866630351812),(-58.4577511166988 -34.6868057723198,-58.4577102284606 -34.6867653865809),(-58.457620173001 -34.6866227044905,-58.4576086297147 -34.6865811570909),(-58.4576086297147 -34.6865811570909,-58.4576049864634 -34.6865542312183),(-58.4576370855138 -34.6866630351812,-58.457620173001 -34.6866227044905),(-58.4601786710283 -34.688963302264,-58.4604347644872 -34.6891970210066),(-58.4604347644872 -34.6891970210066,-58.460705297254 -34.689445865431),(-58.4576049864634 -34.6865542312183,-58.4576035797097 -34.6865377980867),(-58.4610541112562 -34.6897645801463,-58.4613955178728 -34.6900771640457),(-58.461373145534 -34.6900771638042,-58.4613064442495 -34.6900159920407),(-58.460705297254 -34.689445865431,-58.4610541112562 -34.6897645801463),(-58.461064576522 -34.6897942823969,-58.4608187268152 -34.689569281985),(-58.4608187268152 -34.689569281985,-58.4604292419845 -34.6892121468962),(-58.4613064442495 -34.6900159920407,-58.461064576522 -34.6897942823969),(-58.4601134978123 -34.6889519338679,-58.4605134892761 -34.6893181024965),(-58.4605134892761 -34.6893181024965,-58.4608547174228 -34.6896303273585),(-58.4604292419845 -34.6892121468962,-58.4601526977398 -34.6889599303763),(-58.461215155253 -34.6899604358502,-58.4613425881932 -34.6900771634677),(-58.4613206196478 -34.690077163221,-58.4612610228661 -34.6900224818068),(-58.4608547174228 -34.6896303273585,-58.461215155253 -34.6899604358502),(-58.4608393841245 -34.6896367453053,-58.4604444533188 -34.6892747424648),(-58.4604444533188 -34.6892747424648,-58.4602441682298 -34.6890907477528),(-58.4612610228661 -34.6900224818068,-58.4608393841245 -34.6896367453053),(-58.460962287539 -34.6897288461969,-58.4610241976653 -34.6897769563689),(-58.4610241976653 -34.6897769563689,-58.4610877230734 -34.6898229301421),(-58.4602441682298 -34.6890907477528,-58.4600638981729 -34.6889266476977),(-58.4611523508024 -34.6898685613525,-58.4612027150526 -34.6899057189146),(-58.4612027150526 -34.6899057189146,-58.4612391541097 -34.6899339972069),(-58.4610877230734 -34.6898229301421,-58.4611523508024 -34.6898685613525),(-58.4611564319811 -34.6898900424744,-58.4610933648381 -34.6898442941011),(-58.4610933648381 -34.6898442941011,-58.4610158050975 -34.6897889362544),(-58.4612249557544 -34.6899412986165,-58.4611564319811 -34.6898900424744),(-58.4576257528093 -34.6863893514827,-58.4576181125476 -34.6864100570168),(-58.4576276161332 -34.6864348287154,-58.4576383563924 -34.6864018548441),(-58.4610158050975 -34.6897889362544,-58.4609554336975 -34.6897429174172),(-58.457659307812 -34.6864226336792,-58.4576567210075 -34.6864301785432),(-58.4576699793152 -34.6864436374444,-58.4576724351913 -34.6864356508739),(-58.4618577233109 -34.6832339066978,-58.4611098287548 -34.6837891985512),(-58.4654901294758 -34.6794716202616,-58.4654029065824 -34.67935708637),(-58.4580554022081 -34.6860074776818,-58.458299553016 -34.6858259837491,-58.4582922636361 -34.6858192678299,-58.458048112832 -34.6860007617481,-58.4580554022081 -34.6860074776818),(-58.4576724351913 -34.6864356508739,-58.457678634915 -34.6864154410637),(-58.4580857709833 -34.6860354592314,-58.4583302600877 -34.6858542627229,-58.4583192605379 -34.685844121237,-58.4580747277901 -34.6860252816649,-58.4580857709833 -34.6860354592314),(-58.4656425851045 -34.6796088054984,-58.4657066849895 -34.6796922944949),(-58.4657066849895 -34.6796922944949,-58.4657807263114 -34.6797890252303),(-58.4655904017479 -34.6795411092605,-58.4656425851045 -34.6796088054984),(-58.4658195639971 -34.6798404148357,-58.4658501739585 -34.6798885144173),(-58.4658501739585 -34.6798885144173,-58.4658664122917 -34.6799221013229),(-58.4657807263114 -34.6797890252303,-58.4658195639971 -34.6798404148357),(-58.4658779583127 -34.679951451622,-58.4658851612769 -34.679978593527),(-58.4658851612769 -34.679978593527,-58.4658900728015 -34.6800077907546),(-58.4658664122917 -34.6799221013229,-58.4658779583127 -34.679951451622),(-58.4658923652867 -34.6800328594956,-58.4658918757208 -34.6800712965336),(-58.4658918757208 -34.6800712965336,-58.465890698161 -34.6800957704207),(-58.4658900728015 -34.6800077907546,-58.4658923652867 -34.6800328594956),(-58.4658869018123 -34.6801228224693,-58.4658822432538 -34.6801457820426),(-58.4658822432538 -34.6801457820426,-58.4658750639654 -34.6801675067208),(-58.465890698161 -34.6800957704207,-58.4658869018123 -34.6801228224693),(-58.4658659751433 -34.6801912506538,-58.4658535690994 -34.680216157518),(-58.4658535690994 -34.680216157518,-58.4658391988585 -34.6802404965299),(-58.4658750639654 -34.6801675067208,-58.4658659751433 -34.6801912506538),(-58.465821762356 -34.6802657009925,-58.4658001138251 -34.6802918250195),(-58.4658001138251 -34.6802918250195,-58.4657785306463 -34.6803150644612),(-58.4658391988585 -34.6802404965299,-58.465821762356 -34.6802657009925),(-58.4657500620386 -34.68034081005,-58.4657219315794 -34.6803635899152),(-58.4657219315794 -34.6803635899152,-58.4656855736069 -34.6803919047628),(-58.4657785306463 -34.6803150644612,-58.4657500620386 -34.68034081005),(-58.4656384674559 -34.6804268453777,-58.4655762156829 -34.6804726846347),(-58.4655762156829 -34.6804726846347,-58.4654873827016 -34.6805391582282),(-58.4656855736069 -34.6803919047628,-58.4656384674559 -34.6804268453777),(-58.4654213989152 -34.6805877107981,-58.4652977896235 -34.6806797225662),(-58.4652977896235 -34.6806797225662,-58.4652069920521 -34.6807473137695),(-58.4654873827016 -34.6805391582282,-58.4654213989152 -34.6805877107981),(-58.4650967929905 -34.6808290577551,-58.4649815524217 -34.6809149933888),(-58.4649815524217 -34.6809149933888,-58.4647399294495 -34.6810946709052),(-58.4652069920521 -34.6807473137695,-58.4650967929905 -34.6808290577551),(-58.4643475012861 -34.6813850728369,-58.46388281036 -34.6817309032018),(-58.46388281036 -34.6817309032018,-58.4634117210017 -34.682080409651),(-58.4647399294495 -34.6810946709052,-58.4643475012861 -34.6813850728369),(-58.4628578031981 -34.6824919869209,-58.4625097098539 -34.6827493273374),(-58.4625097098539 -34.6827493273374,-58.4618577233109 -34.6832339066978),(-58.4634117210017 -34.682080409651,-58.4628578031981 -34.6824919869209),(-58.4655197336972 -34.6794750450191,-58.4655976048285 -34.679575309391),(-58.4655976048285 -34.679575309391,-58.4656536730919 -34.6796491803353),(-58.4656536730919 -34.6796491803353,-58.4657172928647 -34.6797319121351),(-58.4657172928647 -34.6797319121351,-58.4657722372973 -34.6798028624136),(-58.4657722372973 -34.6798028624136,-58.4658145233989 -34.679860246451),(-58.4658145233989 -34.679860246451,-58.4658450353121 -34.6799124565626),(-58.4658450353121 -34.6799124565626,-58.4658569522962 -34.6799408513371),(-58.4658569522962 -34.6799408513371,-58.4658693824843 -34.6799779449079),(-58.4658693824843 -34.6799779449079,-58.4658768479408 -34.6800209159379),(-58.4658768479408 -34.6800209159379,-58.4658779732823 -34.6800576582433),(-58.4658779732823 -34.6800576582433,-58.4658755740588 -34.6800948874131),(-58.4658755740588 -34.6800948874131,-58.4658664643383 -34.6801427356162),(-58.4658664643383 -34.6801427356162,-58.4658543642018 -34.6801772156717),(-58.4658543642018 -34.6801772156717,-58.4658385867146 -34.6802121555504),(-58.4658385867146 -34.6802121555504,-58.4658113300285 -34.6802547668995),(-58.4658113300285 -34.6802547668995,-58.4657856660552 -34.6802860832697),(-58.4657856660552 -34.6802860832697,-58.4657437543391 -34.6803263332236),(-58.4657437543391 -34.6803263332236,-58.4657037737816 -34.680360056754),(-58.4657037737816 -34.680360056754,-58.4656547144618 -34.680396836343),(-58.4656547144618 -34.680396836343,-58.4654678390269 -34.6805352104053),(-58.4654678390269 -34.6805352104053,-58.4649535519528 -34.6809174458021),(-58.4649535519528 -34.6809174458021,-58.4644766119531 -34.6812713194475),(-58.4644766119531 -34.6812713194475,-58.4639246908121 -34.6816814412731),(-58.4639246908121 -34.6816814412731,-58.4635143392222 -34.6819860922956),(-58.4635143392222 -34.6819860922956,-58.463000874444 -34.6823668229822),(-58.463000874444 -34.6823668229822,-58.4625008053837 -34.6827379332382),(-58.4625008053837 -34.6827379332382,-58.4621143744126 -34.6830248574033),(-58.4621143744126 -34.6830248574033,-58.4614730559307 -34.683500997344),(-58.4614730559307 -34.683500997344,-58.4610984144571 -34.6837793998509),(-58.4610786084576 -34.6837688618651,-58.4617868578471 -34.6832422263929),(-58.4617868578471 -34.6832422263929,-58.462245596826 -34.6829011185651),(-58.462245596826 -34.6829011185651,-58.4628401251527 -34.6824602385492),(-58.4628401251527 -34.6824602385492,-58.4635926338877 -34.6819019702164),(-58.4635926338877 -34.6819019702164,-58.4645291526841 -34.6812068212825),(-58.4645291526841 -34.6812068212825,-58.4652426615792 -34.6806764425195),(-58.4652426615792 -34.6806764425195,-58.4654749199202 -34.6805037593131),(-58.4654749199202 -34.6805037593131,-58.4655678448342 -34.6804353655838),(-58.4655678448342 -34.6804353655838,-58.4656396007091 -34.6803815123793),(-58.4656396007091 -34.6803815123793,-58.4656987206167 -34.6803356280948),(-58.4656987206167 -34.6803356280948,-58.4657342927452 -34.6803032838654),(-58.4657342927452 -34.6803032838654,-58.4657701483215 -34.6802644943857),(-58.4657701483215 -34.6802644943857,-58.4657907711659 -34.6802395422505),(-58.4657907711659 -34.6802395422505,-58.4658129431153 -34.6802040974136),(-58.4658129431153 -34.6802040974136,-58.4658232542463 -34.6801841935499),(-58.4658232542463 -34.6801841935499,-58.4658295498393 -34.6801668408387),(-58.4658295498393 -34.6801668408387,-58.4658379949228 -34.6801447826012),(-58.4658379949228 -34.6801447826012,-58.4658417807087 -34.6801265285227),(-58.4658417807087 -34.6801265285227,-58.4658468538275 -34.6801007474605),(-58.4658468538275 -34.6801007474605,-58.4658504643876 -34.6800658709953),(-58.4658504643876 -34.6800658709953,-58.4658499831816 -34.6800374308543),(-58.4658499831816 -34.6800374308543,-58.4658467411922 -34.6800078279381),(-58.4658467411922 -34.6800078279381,-58.4658410768786 -34.6799819299664),(-58.4658410768786 -34.6799819299664,-58.4658307528959 -34.6799495147665),(-58.4658307528959 -34.6799495147665,-58.4658149400034 -34.6799122860634),(-58.4658149400034 -34.6799122860634,-58.4658027722481 -34.6798888852199),(-58.4658027722481 -34.6798888852199,-58.4657758726505 -34.6798477896533),(-58.4657758726505 -34.6798477896533,-58.4657366093311 -34.6797939391374),(-58.4657366093311 -34.6797939391374,-58.4657145769567 -34.6797643276689),(-58.4657145769567 -34.6797643276689,-58.4656243743451 -34.6796459539179),(-58.4656243743451 -34.6796459539179,-58.4654901294758 -34.6794716202616),(-58.4655560086803 -34.6795821792788,-58.4656510889939 -34.6797066376244),(-58.4656510889939 -34.6797066376244,-58.4657234715589 -34.6798010878134),(-58.465377143255 -34.6793489470141,-58.4655560086803 -34.6795821792788),(-58.4657727307432 -34.6798680088344,-58.4657987356939 -34.6799126560632),(-58.4657987356939 -34.6799126560632,-58.4658128242725 -34.6799442869248),(-58.4657234715589 -34.6798010878134,-58.4657727307432 -34.6798680088344),(-58.4658261276934 -34.6799891237715,-58.4658324364462 -34.6800318694761),(-58.4658324364462 -34.6800318694761,-58.4658342927028 -34.6800640775642),(-58.4658128242725 -34.6799442869248,-58.4658261276934 -34.6799891237715),(-58.4658312713617 -34.680098323012,-58.4658285112482 -34.6801150536453),(-58.4658285112482 -34.6801150536453,-58.4658205356532 -34.6801443233195),(-58.4658342927028 -34.6800640775642,-58.4658312713617 -34.680098323012),(-58.4658084899235 -34.680175215673,-58.4657969240623 -34.6801993292508),(-58.4657969240623 -34.6801993292508,-58.4657766398001 -34.6802323131302),(-58.4658205356532 -34.6801443233195,-58.4658084899235 -34.680175215673),(-58.4657626512726 -34.6802516852378,-58.4657388312351 -34.6802779805803),(-58.4657388312351 -34.6802779805803,-58.4657038811622 -34.6803118752574),(-58.4657766398001 -34.6802323131302,-58.4657626512726 -34.6802516852378),(-58.465665308192 -34.6803439401073,-58.4656223594874 -34.6803769335238),(-58.4656223594874 -34.6803769335238,-58.4655733982755 -34.6804121265588),(-58.4657038811622 -34.6803118752574,-58.465665308192 -34.6803439401073),(-58.4653969216814 -34.6805441001056,-58.4651701844711 -34.6807126995677),(-58.4651701844711 -34.6807126995677,-58.4649767058404 -34.6808567610335),(-58.4655733982755 -34.6804121265588,-58.4653969216814 -34.6805441001056),(-58.4644656771974 -34.6812359474541,-58.4638002046885 -34.6817302639594),(-58.4638002046885 -34.6817302639594,-58.4631299337814 -34.6822272089866),(-58.4649767058404 -34.6808567610335,-58.4644656771974 -34.6812359474541),(-58.4624881580306 -34.6827036968759,-58.4619681257151 -34.6830897235682),(-58.4619681257151 -34.6830897235682,-58.4610777685248 -34.6837519239725),(-58.4631299337814 -34.6822272089866,-58.4624881580306 -34.6827036968759),(-58.4603741264197 -34.6842751479607,-58.4596906644119 -34.6847828817662),(-58.4596906644119 -34.6847828817662,-58.459058289012 -34.6852528252714),(-58.4610777685248 -34.6837519239725,-58.4603741264197 -34.6842751479607),(-58.4595184136951 -34.6849289361694,-58.4600351186571 -34.6845445425479),(-58.4600351186571 -34.6845445425479,-58.4604905108486 -34.6842066233754),(-58.4589589465339 -34.6853449394349,-58.4595184136951 -34.6849289361694),(-58.4610984144571 -34.6837793998509,-58.4605930465959 -34.684156072965),(-58.4605930465959 -34.684156072965,-58.4598792708761 -34.6846860095432),(-58.4604905108486 -34.6842066233754,-58.4610786084576 -34.6837688618651),(-58.4593014951272 -34.6851153371143,-58.4589616845808 -34.6853681783943),(-58.4589734262449 -34.6853775626442,-58.4598926058437 -34.684693843282),(-58.4598792708761 -34.6846860095432,-58.4593014951272 -34.6851153371143),(-58.459058289012 -34.6852528252714,-58.4583602092226 -34.6857687631271),(-58.4583602092226 -34.6857687631271,-58.4579400278517 -34.6860811110706),(-58.4579400278517 -34.6860811110706,-58.4578364280211 -34.686158233355),(-58.4578364280211 -34.686158233355,-58.4577774961808 -34.6862022117718),(-58.4577774961808 -34.6862022117718,-58.4577475499651 -34.6862260083176),(-58.4577475499651 -34.6862260083176,-58.457711699374 -34.6862583952447),(-58.457711699374 -34.6862583952447,-58.4576830512195 -34.6862909357009),(-58.4576830512195 -34.6862909357009,-58.4576632645967 -34.6863181039925),(-58.4576632645967 -34.6863181039925,-58.4576430629084 -34.6863512667746),(-58.4576430629084 -34.6863512667746,-58.4576293873897 -34.6863794990015),(-58.4576416854345 -34.6863916327635,-58.4576589407768 -34.6863566129137),(-58.4576589407768 -34.6863566129137,-58.4576777454626 -34.6863259921047),(-58.4576777454626 -34.6863259921047,-58.4576989945256 -34.6862967866385),(-58.4576989945256 -34.6862967866385,-58.4577222077417 -34.6862699610245),(-58.4577222077417 -34.6862699610245,-58.457761092328 -34.686233752153),(-58.457761092328 -34.686233752153,-58.4578153206353 -34.6861920902317),(-58.4578153206353 -34.6861920902317,-58.457855830776 -34.6861623897212),(-58.457855830776 -34.6861623897212,-58.4579147952716 -34.6861186456394),(-58.4579147952716 -34.6861186456394,-58.4582756745795 -34.6858500060026),(-58.4582756745795 -34.6858500060026,-58.4589589465339 -34.6853449394349),(-58.4589616845808 -34.6853681783943,-58.4579792913034 -34.6860959861973),(-58.4579792913034 -34.6860959861973,-58.457906739819 -34.6861497717101),(-58.457906739819 -34.6861497717101,-58.4578503399043 -34.6861919203583),(-58.4578503399043 -34.6861919203583,-58.4578137911787 -34.6862203590234),(-58.4578137911787 -34.6862203590234,-58.4577855364933 -34.686243524645),(-58.4577855364933 -34.686243524645,-58.4577564412535 -34.6862708999052),(-58.4577564412535 -34.6862708999052,-58.457724802968 -34.6863038729364),(-58.457724802968 -34.6863038729364,-58.4576994176639 -34.6863377386318),(-58.4576994176639 -34.6863377386318,-58.4576845528536 -34.6863628608819),(-58.4576845528536 -34.6863628608819,-58.4576665988882 -34.6864013512128),(-58.457678634915 -34.6864154410637,-58.4576950609958 -34.6863783298567),(-58.4576950609958 -34.6863783298567,-58.4577120432782 -34.6863468706375),(-58.4577120432782 -34.6863468706375,-58.4577399714887 -34.6863093722791),(-58.4577399714887 -34.6863093722791,-58.4577756914058 -34.6862724421302),(-58.4577756914058 -34.6862724421302,-58.4578105378772 -34.6862421013907),(-58.4578105378772 -34.6862421013907,-58.4578573343025 -34.6862043423455),(-58.4578573343025 -34.6862043423455,-58.4579310972159 -34.6861500971805),(-58.4579310972159 -34.6861500971805,-58.4589734262449 -34.6853775626442),(-58.4576383563924 -34.6864018548441,-58.4576416854345 -34.6863916327635),(-58.4576665988882 -34.6864013512128,-58.457659307812 -34.6864226336792),(-58.4576293873897 -34.6863794990015,-58.4576257528093 -34.6863893514827),(-58.4598926058437 -34.684693843282,-58.4604937726058 -34.68424808924),(-58.4604937726058 -34.68424808924,-58.4611098287548 -34.6837891985512),(-58.4576068475611 -34.6864577422057,-58.457603200869 -34.6864870565641),(-58.457603200869 -34.6864870565641,-58.4576024676798 -34.6865201300081),(-58.4576181125476 -34.6864100570168,-58.4576068475611 -34.6864577422057),(-58.4576197450314 -34.6864828115184,-58.4576276161332 -34.6864348287154),(-58.4576567210075 -34.6864301785432,-58.4576501604168 -34.6864625125738),(-58.4576188142116 -34.6865356172617,-58.4576197450314 -34.6864828115184),(-58.4576447675821 -34.6864934584497,-58.457644307943 -34.6865148223268),(-58.457644307943 -34.6865148223268,-58.4576458889963 -34.6865364206603),(-58.4576501604168 -34.6864625125738,-58.4576447675821 -34.6864934584497),(-58.4576627087749 -34.686486166622,-58.4576699793152 -34.6864436374444),(-58.4576191523839 -34.6865376905653,-58.4576188142116 -34.6865356172617),(-58.4576621605477 -34.6865288222772,-58.4576627087749 -34.686486166622),(-58.4576621605477 -34.6865288222772,-58.4576666217157 -34.6865651050275),(-58.4576666217157 -34.6865651050275,-58.4576786668182 -34.6866100147772),(-58.4576024676798 -34.6865201300081,-58.4576035797097 -34.6865377980867),(-58.4577009479068 -34.686660162255,-58.4577412784637 -34.6867184503785),(-58.4577412784637 -34.6867184503785,-58.4577884409217 -34.6867705188955),(-58.4576786668182 -34.6866100147772,-58.4577009479068 -34.686660162255),(-58.4578839346119 -34.6868588538487,-58.4582247390224 -34.6871709599824),(-58.4582247390224 -34.6871709599824,-58.4584702144593 -34.6873966057173),(-58.4577884409217 -34.6867705188955,-58.4578839346119 -34.6868588538487),(-58.4588956174979 -34.6877862448515,-58.4592587240766 -34.6881187481013),(-58.4592587240766 -34.6881187481013,-58.4595840317803 -34.6884171391821),(-58.4584702144593 -34.6873966057173,-58.4588956174979 -34.6877862448515),(-58.4599438481577 -34.688747639098,-58.4601786710283 -34.688963302264),(-58.4601526977398 -34.6889599303763,-58.4596768658181 -34.6885232668654),(-58.4595840317803 -34.6884171391821,-58.4599438481577 -34.688747639098),(-58.4592065497718 -34.6880919471036,-58.4586979683156 -34.6876259552465),(-58.4586979683156 -34.6876259552465,-58.4583099639537 -34.6872703006801),(-58.4596768658181 -34.6885232668654,-58.4592065497718 -34.6880919471036),(-58.4579406011725 -34.6869322415039,-58.4578437432544 -34.6868433837123),(-58.4578437432544 -34.6868433837123,-58.4577984789825 -34.686801212997),(-58.4583099639537 -34.6872703006801,-58.4579406011725 -34.6869322415039),(-58.4577629159457 -34.686765433798,-58.4577191799773 -34.6867163401308),(-58.4577191799773 -34.6867163401308,-58.4576972032506 -34.6866856906044),(-58.4577984789825 -34.686801212997,-58.4577629159457 -34.686765433798),(-58.4576795044571 -34.6866539595338,-58.4576661818031 -34.6866212370682),(-58.4576661818031 -34.6866212370682,-58.4576562856239 -34.6865914714338),(-58.4576972032506 -34.6866856906044,-58.4576795044571 -34.6866539595338),(-58.4576487250769 -34.6865572618443,-58.4576458889963 -34.6865364206603),(-58.4576188142116 -34.6865356172617,-58.4576215518472 -34.6865601002203),(-58.4576562856239 -34.6865914714338,-58.4576487250769 -34.6865572618443),(-58.4576310215294 -34.6866042797089,-58.457641637839 -34.6866358933071),(-58.457641637839 -34.6866358933071,-58.4576600673805 -34.6866741778109),(-58.4576215518472 -34.6865601002203,-58.4576310215294 -34.6866042797089),(-58.4576753548136 -34.6866994184874,-58.457696709594 -34.6867285175323),(-58.457696709594 -34.6867285175323,-58.4577242082427 -34.6867594467275),(-58.4576600673805 -34.6866741778109,-58.4576753548136 -34.6866994184874),(-58.4577656640168 -34.6867988048544,-58.4581440063603 -34.6871458431481),(-58.4581440063603 -34.6871458431481,-58.4583158988546 -34.6873035636645),(-58.4577242082427 -34.6867594467275,-58.4577656640168 -34.6867988048544),(-58.4587511437907 -34.6877026867064,-58.4591641529344 -34.6880811106927),(-58.4591641529344 -34.6880811106927,-58.4595286259572 -34.6884151005213),(-58.4583158988546 -34.6873035636645,-58.4587511437907 -34.6877026867064),(-58.4598736443326 -34.6887316641526,-58.4601134978123 -34.6889519338679))",2,PREMETRO,INT SAGUIER - GRAL SAVIO
