Modalidad;actividad;descripcion_actividad;lugar;dirección;calle;altura;barrio ;comuna;fecha_ini;fecha_fin;tipo;tipo_actividad;disciplina;publico_objetivo;se_suspende_por_lluvia;Gratuita;long;lat;Links
Presencial;Recoleta Pícnic Nocturno;"Los jueves de marzo y de abril de 19 a 23 continuará “Recoleta Pícnic Nocturno”, el ciclo que
inició en verano como un espacio para encontrarse y disfrutar con amigxs al aire libre música en
vivo e intervenciones artísticas en la terraza, pero esta vez con una programación protagonizada
íntegramente por mujeres.";CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN;1930.0;RECOLETA;2;2021-03-25;2021-03-25;Actividad;Concierto / Recital;Mixto;Público General;0;Gratuito;-58.39157827082086;-34.58649649707381;http://www.centroculturalrecoleta.org/agenda
Presencial;Recital | Que se escuche. Con Lara91k y Sof Tot.;;CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN;1930.0;RECOLETA;2;2021-03-26;2021-03-26;Actividad;Concierto / Recital;Música;Público General;0;Gratuito;-58.39157827082086;-34.58649649707381;http://www.centroculturalrecoleta.org/agenda
Presencial;Taller | Del dicho al hecho. ¿Cómo escribir un retrato feminista? con Feminacida.;;CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN;1930.0;RECOLETA;2;2021-03-27;2021-03-27;Formación;Formación;Otros;Público General;No;Gratuito;-58.39157827082086;-34.58649649707381;http://www.centroculturalrecoleta.org/agenda
Presencial;Cine | Buenos Aires Festival Internacional de Cine Independiente - BAFICI;;CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN;1930.0;RECOLETA;2;2021-03-27;2021-03-27;Actividad;Función / Exhibición;Cine y Audiovisual;Público General;0;Gratuito;-58.39157827082086;-34.58649649707381;http://www.centroculturalrecoleta.org/agenda
Presencial;Taller | Del dicho al hecho. Una mirada feminista en el cine con Magma Colectivo Feminista;;CENTRO CULTURAL RECOLETA;JUNIN 1930;JUNIN;1930.0;RECOLETA;2;2021-03-28;2021-03-28;Formación;Formación;Otros;Público General;No;Gratuito;-58.39157827082086;-34.58649649707381;http://www.centroculturalrecoleta.org/agenda
Presencial;Piazzolla - Ballet Contemporáneo del Teatro San Martín;2021 es el año para homenajear al gran Astor Piazzolla, con esta selección de obras de los coreógrafos Mauricio Wainrot y Ana Itelman que forman parte del repertorio del BCTSM;TEATRO SAN MARTÍN;CORRIENTES AV. 1530;CORRIENTES AV.;1530.0;SAN NICOLAS;1;2021-03-27;2021-03-27;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.3886424975608;-34.60424090335642;
Presencial;Piazzolla - Ballet Contemporáneo del Teatro San Martín;2021 es el año para homenajear al gran Astor Piazzolla, con esta selección de obras de los coreógrafos Mauricio Wainrot y Ana Itelman que forman parte del repertorio del BCTSM;TEATRO SAN MARTÍN;CORRIENTES AV. 1530;CORRIENTES AV.;1530.0;SAN NICOLAS;1;2021-03-28;2021-03-28;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.3886424975608;-34.60424090335642;
Presencial;Happyland;La última creación de Alfredo Arias y Gonzalo De María, espectáculo musical en torno a la figura de Isabel Martínez de Perón. Con Alejandra Radano y Carlos Casella;TEATRO SAN MARTÍN;CORRIENTES AV. 1530;CORRIENTES AV.;1530.0;SAN NICOLAS;1;2021-03-05;2021-03-05;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.3886424975608;-34.60424090335642;
Presencial;Happyland;La última creación de Alfredo Arias y Gonzalo De María, espectáculo musical en torno a la figura de Isabel Martínez de Perón. Con Alejandra Radano y Carlos Casella;TEATRO SAN MARTÍN;CORRIENTES AV. 1530;CORRIENTES AV.;1530.0;SAN NICOLAS;1;2021-03-06;2021-03-06;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.3886424975608;-34.60424090335642;
Presencial;Happyland;La última creación de Alfredo Arias y Gonzalo De María, espectáculo musical en torno a la figura de Isabel Martínez de Perón. Con Alejandra Radano y Carlos Casella;TEATRO SAN MARTÍN;CORRIENTES AV. 1530;CORRIENTES AV.;1530.0;SAN NICOLAS;1;2021-03-11;2021-03-11;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.3886424975608;-34.60424090335642;
Presencial;Happyland;La última creación de Alfredo Arias y Gonzalo De María, espectáculo musical en torno a la figura de Isabel Martínez de Perón. Con Alejandra Radano y Carlos Casella;TEATRO SAN MARTÍN;CORRIENTES AV. 1530;CORRIENTES AV.;1530.0;SAN NICOLAS;1;2021-03-12;2021-03-12;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.3886424975608;-34.60424090335642;
Presencial;Happyland;La última creación de Alfredo Arias y Gonzalo De María, espectáculo musical en torno a la figura de Isabel Martínez de Perón. Con Alejandra Radano y Carlos Casella;TEATRO SAN MARTÍN;CORRIENTES AV. 1530;CORRIENTES AV.;1530.0;SAN NICOLAS;1;2021-03-13;2021-03-13;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.3886424975608;-34.60424090335642;
Presencial;Happyland;La última creación de Alfredo Arias y Gonzalo De María, espectáculo musical en torno a la figura de Isabel Martínez de Perón. Con Alejandra Radano y Carlos Casella;TEATRO SAN MARTÍN;CORRIENTES AV. 1530;CORRIENTES AV.;1530.0;SAN NICOLAS;1;2021-03-14;2021-03-14;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.3886424975608;-34.60424090335642;
Presencial;Happyland;La última creación de Alfredo Arias y Gonzalo De María, espectáculo musical en torno a la figura de Isabel Martínez de Perón. Con Alejandra Radano y Carlos Casella;TEATRO SAN MARTÍN;CORRIENTES AV. 1530;CORRIENTES AV.;1530.0;SAN NICOLAS;1;2021-03-18;2021-03-18;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.3886424975608;-34.60424090335642;
Presencial;Happyland;La última creación de Alfredo Arias y Gonzalo De María, espectáculo musical en torno a la figura de Isabel Martínez de Perón. Con Alejandra Radano y Carlos Casella;TEATRO SAN MARTÍN;CORRIENTES AV. 1530;CORRIENTES AV.;1530.0;SAN NICOLAS;1;2021-03-19;2021-03-19;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.3886424975608;-34.60424090335642;
Presencial;Happyland;La última creación de Alfredo Arias y Gonzalo De María, espectáculo musical en torno a la figura de Isabel Martínez de Perón. Con Alejandra Radano y Carlos Casella;TEATRO SAN MARTÍN;CORRIENTES AV. 1530;CORRIENTES AV.;1530.0;SAN NICOLAS;1;2021-03-20;2021-03-20;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.3886424975608;-34.60424090335642;
Presencial;Happyland;La última creación de Alfredo Arias y Gonzalo De María, espectáculo musical en torno a la figura de Isabel Martínez de Perón. Con Alejandra Radano y Carlos Casella;TEATRO SAN MARTÍN;CORRIENTES AV. 1530;CORRIENTES AV.;1530.0;SAN NICOLAS;1;2021-03-21;2021-03-21;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.3886424975608;-34.60424090335642;
Presencial;Happyland;La última creación de Alfredo Arias y Gonzalo De María, espectáculo musical en torno a la figura de Isabel Martínez de Perón. Con Alejandra Radano y Carlos Casella;TEATRO SAN MARTÍN;CORRIENTES AV. 1530;CORRIENTES AV.;1530.0;SAN NICOLAS;1;2021-03-25;2021-03-18;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.3886424975608;-34.60424090335642;
Presencial;Happyland;La última creación de Alfredo Arias y Gonzalo De María, espectáculo musical en torno a la figura de Isabel Martínez de Perón. Con Alejandra Radano y Carlos Casella;TEATRO SAN MARTÍN;CORRIENTES AV. 1530;CORRIENTES AV.;1530.0;SAN NICOLAS;1;2021-03-26;2021-03-18;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.3886424975608;-34.60424090335642;
Presencial;Happyland;La última creación de Alfredo Arias y Gonzalo De María, espectáculo musical en torno a la figura de Isabel Martínez de Perón. Con Alejandra Radano y Carlos Casella;TEATRO SAN MARTÍN;CORRIENTES AV. 1530;CORRIENTES AV.;1530.0;SAN NICOLAS;1;2021-03-27;2021-03-18;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.3886424975608;-34.60424090335642;
Presencial;Happyland;La última creación de Alfredo Arias y Gonzalo De María, espectáculo musical en torno a la figura de Isabel Martínez de Perón. Con Alejandra Radano y Carlos Casella;TEATRO SAN MARTÍN;CORRIENTES AV. 1530;CORRIENTES AV.;1530.0;SAN NICOLAS;1;2021-03-28;2021-03-18;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.3886424975608;-34.60424090335642;
Virtual;Modos de representación, estereotipos y rupturas;"Conversatorio virtual, en el marco del programa ""Infinito movimiento"", en el que artistas dialogarán con Kekena Corvalán sobre los estereotipos de representación femenina en las artes visuales";;;;;;;2021-03-08;2021-12-12;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Gratuito;;;www.complejoteatral.gob.ar
Virtual;"""Miss Mary""
Ciclo: Lita Stantic, cineasta";Ciclo integrado por cinco películas producidas por la realizadora y productora argentina Lita Stantic en diversas etapas de su extensa y rica carrera, y la única película que dirigió;;;;;;;2021-03-04;2021-03-10;Actividad;Función / Exhibición;Cine y Audiovisual;Público General;No;Gratuito;;;www.complejoteatral.gob.ar
Virtual;"""Dársena Sur""
Ciclo: Lita Stantic, cineasta";Ciclo integrado por cinco películas producidas por la realizadora y productora argentina Lita Stantic en diversas etapas de su extensa y rica carrera, y la única película que dirigió;;;;;;;2021-03-11;2021-03-18;Actividad;Función / Exhibición;Cine y Audiovisual;Público General;No;Gratuito;;;www.complejoteatral.gob.ar
Virtual;"""La ciénaga""
Ciclo: Lita Stantic, cineasta";Ciclo integrado por cinco películas producidas por la realizadora y productora argentina Lita Stantic en diversas etapas de su extensa y rica carrera, y la única película que dirigió;;;;;;;2021-04-01;2021-04-07;Actividad;Función / Exhibición;Cine y Audiovisual;Público General;No;Gratuito;;;www.complejoteatral.gob.ar
Virtual;"""Hamaca paraguaya""
Ciclo: Lita Stantic, cineasta";Ciclo integrado por cinco películas producidas por la realizadora y productora argentina Lita Stantic en diversas etapas de su extensa y rica carrera, y la única película que dirigió;;;;;;;2021-04-08;2021-04-14;Actividad;Función / Exhibición;Cine y Audiovisual;Público General;No;Gratuito;;;www.complejoteatral.gob.ar
Virtual;"""La deuda""
Ciclo: Lita Stantic, cineasta";Ciclo integrado por cinco películas producidas por la realizadora y productora argentina Lita Stantic en diversas etapas de su extensa y rica carrera, y la única película que dirigió;;;;;;;2021-04-15;2021-04-21;Actividad;Función / Exhibición;Cine y Audiovisual;Público General;No;Gratuito;;;www.complejoteatral.gob.ar
Presencial;"""Siglo de Oro Trans""";Versión libre de Don Gil de las calzas verdes, de Gonzalo Demaría, con Payuca, Monina Bonelli, Maiamar Abrodos y elenco;TEATRO REGIO;CORDOBA AV. 6056;CORDOBA AV.;6056.0;CHACARITA;15;2021-03-26;2021-03-26;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.44578946527589;-34.58418382142833;
Presencial;"""Siglo de Oro Trans""";Versión libre de Don Gil de las calzas verdes, de Gonzalo Demaría, con Payuca, Monina Bonelli, Maiamar Abrodos y elenco;TEATRO REGIO;CORDOBA AV. 6056;CORDOBA AV.;6056.0;CHACARITA;15;2021-03-27;2021-03-27;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.44578946527589;-34.58418382142833;
Presencial;"""Siglo de Oro Trans""";Versión libre de Don Gil de las calzas verdes, de Gonzalo Demaría, con Payuca, Monina Bonelli, Maiamar Abrodos y elenco;TEATRO REGIO;CORDOBA AV. 6056;CORDOBA AV.;6056.0;CHACARITA;15;2021-03-28;2021-03-28;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.44578946527589;-34.58418382142833;
Presencial;"""¡Recital Olímpico!""";Segundo proyecto en colaboración de las autoras y directoras Camila Fabbri y Eugenia Pérez Tomas, que continúan la indagación en biografías como punto de partida para la ficción;TEATRO SARMIENTO;SARMIENTO AV. 2715;SARMIENTO AV.;2715.0;PALERMO;14;2021-03-11;2021-03-11;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.4189177254148;-34.57921411150617;
Presencial;"""¡Recital Olímpico!""";Segundo proyecto en colaboración de las autoras y directoras Camila Fabbri y Eugenia Pérez Tomas, que continúan la indagación en biografías como punto de partida para la ficción;TEATRO SARMIENTO;SARMIENTO AV. 2715;SARMIENTO AV.;2715.0;PALERMO;14;2021-03-12;2021-03-12;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.4189177254148;-34.57921411150617;
Presencial;"""¡Recital Olímpico!""";Segundo proyecto en colaboración de las autoras y directoras Camila Fabbri y Eugenia Pérez Tomas, que continúan la indagación en biografías como punto de partida para la ficción;TEATRO SARMIENTO;SARMIENTO AV. 2715;SARMIENTO AV.;2715.0;PALERMO;14;2021-03-13;2021-03-13;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.4189177254148;-34.57921411150617;
Presencial;"""¡Recital Olímpico!""";Segundo proyecto en colaboración de las autoras y directoras Camila Fabbri y Eugenia Pérez Tomas, que continúan la indagación en biografías como punto de partida para la ficción;TEATRO SARMIENTO;SARMIENTO AV. 2715;SARMIENTO AV.;2715.0;PALERMO;14;2021-03-14;2021-03-14;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.4189177254148;-34.57921411150617;
Presencial;"""¡Recital Olímpico!""";Segundo proyecto en colaboración de las autoras y directoras Camila Fabbri y Eugenia Pérez Tomas, que continúan la indagación en biografías como punto de partida para la ficción;TEATRO SARMIENTO;SARMIENTO AV. 2715;SARMIENTO AV.;2715.0;PALERMO;14;2021-03-18;2021-03-18;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.4189177254148;-34.57921411150617;
Presencial;"""¡Recital Olímpico!""";Segundo proyecto en colaboración de las autoras y directoras Camila Fabbri y Eugenia Pérez Tomas, que continúan la indagación en biografías como punto de partida para la ficción;TEATRO SARMIENTO;SARMIENTO AV. 2715;SARMIENTO AV.;2715.0;PALERMO;14;2021-03-19;2021-03-19;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.4189177254148;-34.57921411150617;
Presencial;"""¡Recital Olímpico!""";Segundo proyecto en colaboración de las autoras y directoras Camila Fabbri y Eugenia Pérez Tomas, que continúan la indagación en biografías como punto de partida para la ficción;TEATRO SARMIENTO;SARMIENTO AV. 2715;SARMIENTO AV.;2715.0;PALERMO;14;2021-03-20;2021-03-20;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.4189177254148;-34.57921411150617;
Presencial;"""¡Recital Olímpico!""";Segundo proyecto en colaboración de las autoras y directoras Camila Fabbri y Eugenia Pérez Tomas, que continúan la indagación en biografías como punto de partida para la ficción;TEATRO SARMIENTO;SARMIENTO AV. 2715;SARMIENTO AV.;2715.0;PALERMO;14;2021-03-21;2021-03-21;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.4189177254148;-34.57921411150617;
Presencial;"""¡Recital Olímpico!""";Segundo proyecto en colaboración de las autoras y directoras Camila Fabbri y Eugenia Pérez Tomas, que continúan la indagación en biografías como punto de partida para la ficción;TEATRO SARMIENTO;SARMIENTO AV. 2715;SARMIENTO AV.;2715.0;PALERMO;14;2021-03-25;2021-03-25;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.4189177254148;-34.57921411150617;
Presencial;"""¡Recital Olímpico!""";Segundo proyecto en colaboración de las autoras y directoras Camila Fabbri y Eugenia Pérez Tomas, que continúan la indagación en biografías como punto de partida para la ficción;TEATRO SARMIENTO;SARMIENTO AV. 2715;SARMIENTO AV.;2715.0;PALERMO;14;2021-03-26;2021-03-26;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.4189177254148;-34.57921411150617;
Presencial;"""¡Recital Olímpico!""";Segundo proyecto en colaboración de las autoras y directoras Camila Fabbri y Eugenia Pérez Tomas, que continúan la indagación en biografías como punto de partida para la ficción;TEATRO SARMIENTO;SARMIENTO AV. 2715;SARMIENTO AV.;2715.0;PALERMO;14;2021-03-27;2021-03-27;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.4189177254148;-34.57921411150617;
Presencial;"""¡Recital Olímpico!""";Segundo proyecto en colaboración de las autoras y directoras Camila Fabbri y Eugenia Pérez Tomas, que continúan la indagación en biografías como punto de partida para la ficción;TEATRO SARMIENTO;SARMIENTO AV. 2715;SARMIENTO AV.;2715.0;PALERMO;14;2021-03-28;2021-03-28;Actividad;Función / Exhibición;Artes Escénicas;Público General;No;Pago;-58.4189177254148;-34.57921411150617;
Presencial;"Música en el Hall: Sandra Mihanovich ""Eladia y Astor""";Sandra Mihanovich se presenta en el ciclo Música en el Hall homenajeando a Eladia Blázquez y Astor Piazzolla;TEATRO SAN MARTÍN;CORRIENTES AV. 1530;CORRIENTES AV.;1530.0;SAN NICOLAS;1;2021-03-09;2021-03-09;Actividad;Función / Exhibición;Música;Público General;No;Gratuito;-58.3886424975608;-34.60424090335642;
Presencial;MI BICICLETA VALE MÁS QUE YO;Función;CENTRO CULTURAL GENERAL SAN MARTIN;SARMIENTO 1551;SARMIENTO;1551.0;SAN NICOLAS;1;2021-03-03;2021-03-03;Actividad;Festival;Artes Escénicas;Público General;0;Gratuito;-58.38858571182652;-34.60537062755823;http://www.buenosaires.gob.ar/fiba/mi-bicicleta-vale-mas-que-yo
