id,long,lat,nombre,calle,altura,OBJETO,telefono,barrio,comuna,codigo_postal,codigo_postal_argentino
1,-58.3732449888052,-34.6075264890451,Catedral Metropolitana de Buenos Aires,San Martín,27,CATEDRAL,4331-2845/  4345-3369/ 4345-3736,San Nicolas,Comuna 1,1004,C1004AAA
