long,lat,id,nombre,tipo,etapa,etapa_obse,estado,subcategor,calle_nombre,calle_altura,calle_cruce,barrio,comuna,codigo_postal,codigo_postal_argentino,objeto
-58.4053978013412,-34.6045810220854,57,Estación Pueyrredón - Línea B,Subte,Gestión previa HRL,Julio-2017,Disponible,Línea B,CORRIENTES AV.,0,PUEYRREDON AV.,Balvanera,Comuna 3,,,SITIO WIFI
-58.3794978082552,-34.6547384614982,51,Centro Metropolitano de Diseño,Espacio Público,Gestión previa HRL,,Disponible,Centro de Exposiciones y Culturales,ALGARROBO,1041,,Barracas,Comuna 4,1293,C1293ABA,SITIO WIFI
-58.3778740475355,-34.6081412139402,50,Ctro. de Inf. Turística 'Roberto Arlt',Espacio Público,Gestión previa HRL,,Disponible,Otros establecimientos,RIVADAVIA AV.,0,ESMERALDA,Monserrat,Comuna 1,,,SITIO WIFI
-58.490829477189,-34.5511265769768,49,Comisaría Comunal 12,Espacio Público,Gestión previa HRL,,Disponible,Otros establecimientos,RAMALLO,4389,,Saavedra,Comuna 12,1430,C1430CQC,SITIO WIFI
-58.4610775798888,-34.665894627401,48,CIFA,Parques y Plazas,Gestión previa HRL,3ra. ETAPA / Agosto 2012,Disponible,Parques y Plazas,ESCALADA AV.,0,CASTAÑARES AV.,Villa Soldati,Comuna 8,,,SITIO WIFI
-58.4022092745493,-34.6254821223906,46,CeSAC Nº 45,Hospitales y Centros de Salud,Gestión previa HRL,,Disponible,CeSAC,COCHABAMBA,2622,,San Cristobal,Comuna 3,1252,C1252AAR,SITIO WIFI
-58.3579397776669,-34.6313291141498,45,CeSAC Nº 41,Hospitales y Centros de Salud,Gestión previa HRL,,Disponible,CeSAC,"BRIN, Ministro",843,,Boca,Comuna 4,1158,C1158AAI,SITIO WIFI
-58.5072014992879,-34.6555636735402,44,CeSAC Nº 4,Hospitales y Centros de Salud,Gestión previa HRL,,Disponible,CeSAC,"ALBERDI, JUAN BAUTISTA AV.",0,PILAR,Mataderos,Comuna 9,,,SITIO WIFI
-58.4100253486955,-34.6309761713652,43,CeSAC Nº 39,Hospitales y Centros de Salud,Gestión previa HRL,,Disponible,CeSAC,24 DE NOVIEMBRE,1679,,Parque Patricios,Comuna 4,1242,C1242AAI,SITIO WIFI
-58.3990046235167,-34.6566044263445,42,CeSAC Nº 35,Hospitales y Centros de Salud,Gestión previa HRL,,Disponible,CeSAC,"CRUZ, OSVALDO",0,ZAVALETA,Barracas,Comuna 4,,,SITIO WIFI
-58.4782442887421,-34.6066925525045,40,CeSAC Nº 34,Hospitales y Centros de Salud,Gestión previa HRL,,Disponible,CeSAC,"ARTIGAS, JOSE GERVASIO, GRAL.",2262,,Villa Del Parque,Comuna 11,1416,C1416ALB,SITIO WIFI
-58.4865811999443,-34.6846499385056,39,CeSAC Nº 29,Hospitales y Centros de Salud,Gestión previa HRL,,Disponible,CeSAC,"DELLEPIANE, LUIS, TTE. GRAL.",6999,,,,,,SITIO WIFI
-58.4494520646339,-34.592137798698,38,CeSAC Nº 22,Hospitales y Centros de Salud,Gestión previa HRL,,Disponible,CeSAC,GUZMAN,90,,Chacarita,Comuna 15,1427,C1427BON,SITIO WIFI
-58.4413920415744,-34.6434104433373,37,CeSAC Nº 19,Hospitales y Centros de Salud,Gestión previa HRL,,Disponible,CeSAC,CURAPALIGUE,0,COBO AV.,Flores,Comuna 7,,,SITIO WIFI
-58.4635405106623,-34.6290872274132,33,Estación San José de Flores - Línea A,Subte,Gestión previa HRL,,Disponible,Linea A,RIVADAVIA AV.,0,PEDERNERA,Flores,Comuna 7,,,SITIO WIFI
-58.4739205642112,-34.6602242621088,32,CeSAC Nº 14,Hospitales y Centros de Salud,Gestión previa HRL,,Disponible,CeSAC,"CASCO, HORACIO, Dr.",4446,,Parque Avellaneda,Comuna 9,1439,C1439BAB,SITIO WIFI
-58.3866636169241,-34.6335531292623,31,Centro Cultural Sur,Espacio Público,Gestión previa HRL,,Disponible,Centro de Exposiciones y Culturales,CASEROS AV.,1750,,Barracas,Comuna 4,1152,C1152ABN,SITIO WIFI
-58.3918049157745,-34.5865924992157,21,Centro Cultural Recoleta,Espacio Público,Gestión previa HRL,,Disponible,Centro de Exposiciones y Culturales,JUNIN,1930,,Recoleta,Comuna 2,1113,C1113AAX,SITIO WIFI
-58.4113854142756,-34.6247055639513,20,Centro Cultural Julián Centeya,Espacio Público,Gestión previa HRL,,Disponible,Centro de Exposiciones y Culturales,SAN JUAN AV.,3255,,San Cristobal,Comuna 3,1233,C1233ABC,SITIO WIFI
-58.4205128354628,-34.6546365752452,19,Centro Cultural Homero Manzi,Espacio Público,Gestión previa HRL,,Disponible,Centro de Exposiciones y Culturales,TILCARA,3365,,Nueva Pompeya,Comuna 4,1437,C1437CYK,SITIO WIFI
-58.4576335614318,-34.5930332320188,18,Cementerio de la Chacarita,Espacio Público,Gestión previa HRL,,Disponible,Otros establecimientos,"NEWBERY, JORGE AV.",0,GUZMAN,Chacarita,Comuna 15,,,SITIO WIFI
-58.4137620223228,-34.6059549906077,17,Conservatorio Superior de Música Manuel de Falla,Espacio Público,Gestión previa HRL,,Disponible,Otros establecimientos,Sarmiento,3401,,Almagro,Comuna 5,1196,C1196AAM,SITIO WIFI
-58.4237989317588,-34.5812818946845,16,Carlos Guido y Spano,Biblioteca,Gestión previa HRL,5ta. ETAPA / Noviembre 2012 (Bibliotecas Públicas),Disponible,Biblioteca,GUEMES,4601,,Palermo,Comuna 14,1425,C1425BLI,SITIO WIFI
-58.3627060646101,-34.63934310901,15,Caminito,Espacio Público,Gestión previa HRL,2da. ETAPA / Julio 2012,Disponible,Otros establecimientos,MAGALLANES,0,GARIBALDI,Boca,Comuna 4,,,SITIO WIFI
-58.4948880692761,-34.6704469188912,14,Portal Inclusivo Ciudad Oculta,Espacio Público,Gestión previa HRL,abr-14,Disponible,Inclusión,Piedra Buena,3140,,Villa Lugano,Comuna 8,1439,C1439GVN,SITIO WIFI
-58.4966205587752,-34.6680222773102,13,Benito Lynch,Biblioteca,Gestión previa HRL,5ta. ETAPA / Noviembre 2012 (Bibliotecas Públicas),Disponible,Biblioteca,YRUPE,6741,,Mataderos,Comuna 9,1440,C1440BNC,SITIO WIFI
-58.4031550568903,-34.6062337965054,9,EMAD - Escuela Metropolitana de Arte Dramático,Espacio Público,Gestión previa HRL,,Disponible,Otros establecimientos,Sarmiento,2573,,Balvanera,Comuna 3,1045,C1045ABA,SITIO WIFI
-58.3747834538112,-34.6083884251726,8,Av. de Mayo y Perú,Espacio Público,Gestión previa HRL,1ra. ETAPA / Disponible,Disponible,Av. De Mayo,DE MAYO AV.,591,,Monserrat,Comuna 1,1084,C1084AAA,SITIO WIFI
-58.5107247353059,-34.5992834288627,7,Antonio Devoto,Biblioteca,Gestión previa HRL,5ta. ETAPA / Noviembre 2012 (Bibliotecas Públicas),Disponible,Biblioteca,BAHIA BLANCA,4025,,Villa Devoto,Comuna 11,1419,C1419BAI,SITIO WIFI
-58.4366871485887,-34.6060097185182,6,Anfiteatro Parque Centenario,Espacio Público,Gestión previa HRL,,Disponible,Teatro,"GALLARDO, ANGEL AV.",0,"MARECHAL, LEOPOLDO",Villa Crespo,Comuna 15,,,SITIO WIFI
-58.4633488397356,-34.6849788440007,5,Álvaro Yunque,Biblioteca,Gestión previa HRL,5ta. ETAPA / Noviembre 2012 (Bibliotecas Públicas),Disponible,Biblioteca,SOLDADO DE LA FRONTERA AV.,5210,,Villa Lugano,Comuna 8,1439,C1439FPH,SITIO WIFI
-58.3662602147304,-34.6161348963839,4,Alicia Moreau de Justo y Chile,Espacio Público,Gestión previa HRL,1ra. ETAPA / Disponible,Disponible,Alicia Moreau de Just,"MOREAU DE JUSTO, ALICIA AV.",0,"EYLE, PETRONA",Puerto Madero,Comuna 1,,,SITIO WIFI
-58.3602750053352,-34.6298260831398,1,Depósito Museo del Cine,Espacio Público,Gestión previa HRL,Gestión previa HRL,Disponible,Otros establecimientos,Ministro Brin,615,,Boca,Comuna 4,1158,C1158AAE,SITIO WIFI
